"","V1"
"391",0.745084436119349
"392",0.744680757804432
"393",0.743944246459572
"394",0.744822111777621
"395",0.744065963177698
"396",0.74341691901307
"397",0.74341691901307
"398",0.743983510464301
"399",0.74297176363558
"400",0.742722794345081
"401",0.742049494713973
"402",0.742884288047698
"403",0.74251042144205
"404",0.741667164278339
"405",0.741682528737983
"406",0.74092142365499
"407",0.741605646307776
"408",0.741823292557938
"409",0.742360811558634
"410",0.741647991482248
"411",0.740678398998829
"412",0.741417700826784
"413",0.741648688868192
"414",0.742217298791621
"415",0.742217298791621
"416",0.741325300959638
"417",0.741457633016612
"418",0.741457633016612
"419",0.742247838847172
"420",0.742662935702681
"421",0.741805259447077
"422",0.742327135702274
"423",0.741631136378915
"424",0.740684073119492
"425",0.740004324820939
"426",0.739301131796041
"427",0.738600336178202
"428",0.738853298063293
"429",0.738201847548541
"430",0.738856622785577
"431",0.739315027274544
"432",0.739626599375365
"433",0.740316169605411
"434",0.73957117856033
"435",0.739091926235632
"436",0.738781789620008
"437",0.737873226897445
"438",0.737017427861905
"439",0.736468330000246
"440",0.735993478235457
"441",0.736332999285051
"442",0.736332999285051
"443",0.73599129336464
"444",0.735562730661273
"445",0.734903372050305
"446",0.735702141752777
"447",0.734900499883678
"448",0.735426745067197
"449",0.735687648570756
"450",0.73591450849971
"451",0.736387128361292
"452",0.736978152579125
"453",0.737672330112486
"454",0.73713186919291
"455",0.7365684740339
"456",0.736650169423127
"457",0.736515394236801
"458",0.736093658411771
"459",0.735518791287134
"460",0.734789791782383
"461",0.734133015408657
"462",0.733560038615011
"463",0.732887759945233
"464",0.73245129798244
"465",0.732867918954776
"466",0.73363202215519
"467",0.73289351284642
"468",0.732935862758261
"469",0.732677157981922
"470",0.732057414210628
"471",0.732453062025932
"472",0.731883188426387
"473",0.731500452086797
"474",0.731625706854019
"475",0.730955453292506
"476",0.731072631187713
"477",0.731689566144125
"478",0.730894229785864
"479",0.730092936805497
"480",0.72985810624298
"481",0.730315197314929
"482",0.729623501898315
"483",0.728890583267138
"484",0.729528860500243
"485",0.729528860500243
"486",0.728693276153215
"487",0.728108189974827
"488",0.728510863738604
"489",0.729039169902495
"490",0.729281047286569
"491",0.729862539053084
"492",0.729862539053084
"493",0.730243198000211
"494",0.730201209774273
"495",0.730809028660686
"496",0.730192359234697
"497",0.729615282638646
"498",0.729715815151413
"499",0.730295476562542
"500",0.730272166058302
"501",0.730608653891261
"502",0.729784893514927
"503",0.730330645360228
"504",0.729486005613786
"505",0.729098356722097
"506",0.728483277612825
"507",0.72835053492894
"508",0.72835053492894
"509",0.727534819003699
"510",0.726721288187392
"511",0.726338631724234
"512",0.727133723731656
"513",0.727075335508764
"514",0.727352524292379
"515",0.728068438123808
"516",0.727514624001898
"517",0.727304781243211
"518",0.727673906030783
"519",0.726896967742927
"520",0.726588015967325
"521",0.727076142963358
"522",0.726305044258919
"523",0.726711409300152
"524",0.725951512165441
"525",0.725602469912845
"526",0.724898491585095
"527",0.725092922549767
"528",0.725232259370377
"529",0.725695084932285
"530",0.726206014418918
"531",0.726319616404798
"532",0.725962077751664
"533",0.725558606590694
"534",0.725558606590694
"535",0.725182264650224
"536",0.724610698783928
"537",0.724204504448791
"538",0.723444894581318
"539",0.723017545738116
"540",0.723512688293841
"541",0.72292767250928
"542",0.722216468346377
"543",0.721483844145525
"544",0.721490259916101
"545",0.720979452954533
"546",0.720521622089093
"547",0.719931339303183
"548",0.72045452223161
"549",0.720648404874808
"550",0.720139203058546
"551",0.719596080115646
"552",0.719661389362631
"553",0.719195665076378
"554",0.719770625300315
"555",0.719371577556771
"556",0.719503704338953
"557",0.71898852173414
"558",0.718283003946299
"559",0.718662807003952
"560",0.719008135831277
"561",0.719098221709636
"562",0.71974398469306
"563",0.720299095467995
"564",0.720875493946991
"565",0.720257930859912
"566",0.719804337435107
"567",0.720305400958658
"568",0.719718828229291
"569",0.719371511662798
"570",0.719028020939049
"571",0.719371201877361
"572",0.719554812928496
"573",0.718883299886313
"574",0.719373011663626
"575",0.719636796751215
"576",0.7189278437692
"577",0.718291558782212
"578",0.718291558782212
"579",0.717593845319021
"580",0.717342301173666
"581",0.716638454899024
"582",0.71605900760462
"583",0.715703024342754
"584",0.715602789061262
"585",0.71536640776154
"586",0.714825579697805
"587",0.715544661088305
"588",0.714943203210194
"589",0.714241405223277
"590",0.714955938644818
"591",0.714295724437747
"592",0.714827953633557
"593",0.714346795014494
"594",0.713661242592274
"595",0.713773326168492
"596",0.714300655928807
"597",0.71481182503706
"598",0.714380028114892
"599",0.714952225578089
"600",0.714580358672455
"601",0.713947321696554
"602",0.713344633150296
"603",0.712714528962489
"604",0.712163552518026
"605",0.711601221237371
"606",0.711073288432099
"607",0.710545486469844
"608",0.710044357160276
"609",0.709533553009203
"610",0.709070471008869
"611",0.708691472218214
"612",0.708224559312471
"613",0.707805801520998
"614",0.708332227899095
"615",0.708167779821805
"616",0.707532562541961
"617",0.707642143120553
"618",0.707079593764352
"619",0.706870403199926
"620",0.706364401073711
"621",0.705723331961791
"622",0.705102552159813
"623",0.705143361099537
"624",0.705616972003595
"625",0.705508239510829
"626",0.704892435610641
"627",0.705088270014697
"628",0.704964321432867
"629",0.70445778196472
"630",0.704878678112962
"631",0.704255481854096
"632",0.703693889867472
"633",0.703065441774925
"634",0.703575186771135
"635",0.704176965891448
"636",0.703619836945576
"637",0.703004531451901
"638",0.702737395920111
"639",0.703377248808569
"640",0.702838675605211
"641",0.702211717991767
"642",0.701605721750364
"643",0.700984382317102
"644",0.70062008871344
"645",0.701129600402768
"646",0.700673043885419
"647",0.701217207063319
"648",0.701877446904947
"649",0.701367379705159
"650",0.700754646638381
"651",0.701076580672875
"652",0.701202471118233
